date,open,high,low,close,volume
2015-07-02,30.9134,30.9232,30.6881,30.884,1445418
2015-07-06,29.2967,29.8454,29.2673,29.5613,3134753
2015-07-07,29.1008,29.6495,28.5913,29.5417,3419113
2015-07-08,29.1497,29.3163,28.8264,28.9244,1787024
2015-07-09,29.718,29.8258,29.4241,29.5515,2089648
2015-07-10,31.3544,31.3544,31.031,31.2662,3117520
2015-07-13,31.8639,31.9814,31.6777,31.7855,2331156
2015-07-14,31.9422,32.0745,31.8443,31.9912,1505393
2015-07-15,32.2068,32.3048,31.9422,32.0696,1606791
2015-07-16,32.5203,32.6869,32.4713,32.5399,1672053
2015-07-17,32.3538,32.393,32.197,32.3832,1279086
2015-07-20,32.7849,32.9319,32.6673,32.7555,2776278
2015-07-21,32.6575,32.8241,32.5987,32.7261,1317691
2015-07-22,32.7359,32.9515,32.6722,32.7555,3144448
2015-07-23,33.3728,33.4022,33.0592,33.1474,1970473
2015-07-24,33.1474,33.2552,32.4762,32.5497,3309765
2015-07-27,32.1382,32.2558,31.9422,32.05,2004436
2015-07-28,32.393,32.5987,32.1421,32.5693,947497
2015-07-29,32.4713,32.9907,32.4713,32.8241,1807256
2015-07-30,33.7941,34.1273,33.4904,34.0489,3421145
2015-07-31,34.5388,34.6662,34.284,34.3134,2570403
2015-08-03,34.5878,34.5878,33.9117,34.1762,1989819
2015-08-04,33.4218,33.5492,33.2258,33.3336,1500078
2015-08-05,33.4022,33.4904,33.2356,33.3728,1881295
2015-08-06,33.363,33.3924,33.0788,33.2552,1179060
2015-08-07,32.9907,33.1181,32.8682,33.0886,1128144
2015-08-10,32.9907,33.363,32.9711,33.3532,809381
2015-08-11,32.9809,33.0103,32.5742,32.8437,1186955
2015-08-12,32.0794,32.2362,31.6679,32.2166,2076933
2015-08-13,32.0108,32.197,31.9226,32.0794,1344010
2015-08-14,31.4621,31.7561,31.4523,31.7561,1313179
2015-08-17,31.1192,31.5013,31.0114,31.4915,1799701
2015-08-18,31.227,31.2662,31.031,31.1486,1696796
2015-08-19,30.8546,31.0408,30.6195,30.8448,1353687
2015-08-20,30.4529,30.4627,29.7964,29.8356,2387464
2015-08-21,29.767,29.9826,29.0518,29.1106,3503570
2015-08-24,27.9936,28.6304,27.2881,27.8368,7321137
2015-08-25,29.2771,29.4241,28.3463,28.4247,5012204
2015-08-26,29.1595,29.2183,28.4933,29.1987,3542734
2015-08-27,29.2085,29.5514,28.993,29.4535,3641694
2015-08-28,28.9048,29.091,28.7284,29.0714,3192396
2015-08-31,28.8068,29.0812,28.6598,28.9048,2554620
2015-09-01,28.1797,28.3071,27.9054,28.0817,2747516
2015-09-02,28.5227,28.5619,28.0034,28.4149,1948689
2015-09-03,28.7774,29.1791,28.601,28.6696,2121625
2015-09-04,27.7388,27.8564,27.5918,27.7388,2279191
2015-09-08,28.9636,29.0322,28.6598,28.895,1881297
2015-09-09,29.042,29.0812,28.3463,28.3855,1788041
2015-09-10,28.3855,28.7774,28.3267,28.65,1254848
2015-09-11,28.4639,28.6402,28.4051,28.6304,803657
2015-09-14,28.4443,28.7382,28.2287,28.5521,1916187
2015-09-15,28.7088,29.091,28.6451,29.0322,1677361
2015-09-16,28.6892,28.895,28.601,28.8656,1224857
2015-09-17,29.2085,29.6201,29.0567,29.1987,3199659
2015-09-18,27.9838,28.1699,27.8074,27.876,2966120
2015-09-21,27.9838,28.1307,27.7584,27.9348,1545309
2015-09-22,27.2097,27.2489,26.857,27.0529,2300785
2015-09-23,27.0529,27.0627,26.6414,26.7884,1421869
2015-09-24,26.6512,26.9353,26.4944,26.857,3629871
2015-09-25,26.9941,27.1509,26.7051,26.857,2420636
2015-09-28,26.2005,26.2201,25.6518,25.6812,3658093
2015-09-29,25.7498,26.0437,25.5147,26.0045,2937089
2015-09-30,26.4356,26.5238,26.0927,26.416,2413237
2015-10-01,26.1123,26.2005,25.6812,25.9849,3254623
2015-10-02,26.1809,26.6022,26.0927,26.5924,2982657
2015-10-05,27.4743,27.7241,27.4253,27.631,2500061
2015-10-06,27.5036,27.9446,27.4889,27.827,1431907
2015-10-07,28.3071,28.5423,27.9985,28.2091,2422588
2015-10-08,27.8858,27.9936,27.5036,27.8172,4439881
2015-10-09,28.65,29.0616,28.5619,28.748,3753664
2015-10-12,28.5423,28.6696,28.4835,28.5521,1195066
2015-10-13,27.9152,28.5423,27.9054,28.1993,1171111
2015-10-14,28.4247,28.748,28.1797,28.3169,1985554
2015-10-15,28.4443,28.7382,28.361,28.699,1153763
2015-10-16,28.9734,29.0616,28.8166,28.9832,1348706
2015-10-19,29.6691,29.9728,29.0126,29.6887,4088387
2015-10-20,29.3947,29.6593,29.3555,29.5123,1344637
2015-10-21,29.5123,29.6005,29.1889,29.1987,1340008
2015-10-22,29.4339,29.8699,29.3751,29.6984,1537930
2015-10-23,29.9336,30.1982,29.8356,30.1296,1488405
2015-10-26,29.4339,29.7474,29.3947,29.7376,1465853
2015-10-27,29.7278,29.816,29.5319,29.5907,1517533
2015-10-28,29.3849,30.11,29.3065,29.6984,3154142
2015-10-29,27.582,27.7584,27.1215,27.3273,4625833
2015-10-30,27.4645,27.5722,27.3126,27.3861,1900854
2015-11-02,28.1503,28.2385,27.8368,27.9642,1594492
2015-11-03,27.5722,27.8564,27.5673,27.7976,1185366
2015-11-04,27.3665,27.4351,27.0529,27.1803,1515145
2015-11-05,27.1411,27.2391,26.7983,26.9647,987732
2015-11-06,27.0627,27.1901,26.8178,27.1313,1338938
2015-11-09,27.0823,27.1117,26.5924,26.7002,1412849
2015-11-10,26.2299,26.2926,26.0241,26.2201,1591181
2015-11-11,26.2103,26.2103,25.8281,25.9947,1472588
2015-11-12,25.5734,25.7302,25.4754,25.4852,1467640
2015-11-13,25.1129,25.1815,24.8483,24.9953,1496312
2015-11-16,24.8385,25.0982,24.7503,25.0835,1147060
2015-11-17,24.9855,25.1374,24.8777,24.9071,1311433
2015-11-18,25.3774,25.6518,25.3284,25.6126,1485198
2015-11-19,25.9555,26.0731,25.8477,25.9163,1276403
2015-11-20,25.8183,25.8281,25.3284,25.3578,988486
2015-11-23,25.1913,25.2501,24.8777,24.9365,1567433
2015-11-24,24.672,24.8483,24.5936,24.8091,1322691
2015-11-25,24.8581,25.0345,24.7895,24.8679,812239
2015-11-27,24.8679,24.9463,24.7993,24.8581,414382
2015-11-30,25.3088,25.3382,25.1325,25.1717,1520236
2015-12-01,25.5244,25.6518,25.4068,25.6518,1917560
2015-12-02,25.2109,25.3088,24.8188,24.8973,1396932
2015-12-03,25.3284,25.3382,24.8091,24.8385,2351098
2015-12-04,24.7601,25.0345,24.6916,24.9757,1316556
2015-12-07,24.7503,24.7797,24.4858,24.7209,1850026
2015-12-08,24.0547,24.1331,23.844,23.9273,2083934
2015-12-09,23.8783,24.2897,23.7606,23.9469,1555855
2015-12-10,23.8391,23.9665,23.7313,23.7999,1611750
2015-12-11,23.1042,23.1287,22.6633,22.7123,2610640
2015-12-14,23.0063,23.0846,22.3694,22.6633,1933887
2015-12-15,23.0259,23.1238,22.8691,22.8985,1901308
2015-12-16,23.065,23.4423,22.9034,23.3688,2286809
2015-12-17,23.4276,23.4668,23.0454,23.1434,1763671
2015-12-18,23.0846,23.163,22.8397,22.8593,1595838
2015-12-21,23.261,23.3786,23.021,23.1728,1294797
2015-12-22,23.1238,23.3492,22.9965,23.3198,1329317
2015-12-23,23.8195,23.9861,23.7509,23.9665,1512288
2015-12-24,23.8097,24.0743,23.8097,24.0057,440736
2015-12-28,24.0155,24.0449,23.8685,23.9665,1176991
2015-12-29,24.2996,24.4172,24.1624,24.3682,1469452
2015-12-30,24.2212,24.2212,23.9665,23.9763,1033586
2015-12-31,23.8489,23.9028,23.6529,23.6627,1103740
2016-01-04,22.7025,23.0161,22.5506,23.0161,2753943
2016-01-05,23.1336,23.1434,22.7711,23.0063,1264719
2016-01-06,22.6535,22.8103,22.5653,22.6731,1393341
2016-01-07,22.291,22.6339,22.2126,22.2616,2470082
2016-01-08,22.3596,22.3988,21.6345,21.6541,2341527
2016-01-11,22.291,22.3106,21.948,22.2224,2476096
2016-01-12,22.5653,22.6632,22.1832,22.4674,1777292
2016-01-13,22.6339,22.6829,21.6982,21.7227,2838160
2016-01-14,21.3895,21.7178,21.0515,21.5659,3468953
2016-01-15,20.5371,20.7527,20.3117,20.5371,3595102
2016-01-19,20.2627,20.3117,19.8218,20.008,3305903
2016-01-20,19.3417,19.4299,18.7048,18.94,7184127
2016-01-21,17.8132,18.4109,17.6858,18.2051,8222902
2016-01-22,18.7636,18.8959,18.5579,18.6754,2542629
2016-01-25,17.774,17.8524,17.4801,17.5094,3193033
2016-01-26,17.97,18.2835,17.8916,18.2835,2129968
2016-01-27,18.0875,18.3619,17.9406,18.0483,2559102
2016-01-28,17.5878,17.6722,17.2547,17.4017,2854469
2016-01-29,17.4017,17.5486,17.2645,17.529,2087293
2016-02-01,17.4996,17.5388,17.3184,17.4801,2086045
2016-02-02,16.8824,16.902,16.559,16.5982,3800601
2016-02-03,16.3924,16.3924,15.7948,16.3141,8412588
2016-02-04,16.3239,16.804,16.2945,16.6178,4109303
2016-02-05,16.7942,16.853,16.5002,16.5492,3894295
2016-02-08,15.7752,15.7752,14.7708,15.2265,8135252
2016-02-09,14.5308,15.3636,14.4818,15.0697,10439666
2016-02-10,15.8535,16.4414,15.6576,15.8829,8467213
2016-02-11,15.2167,15.6086,14.8835,15.1971,9294364
2016-02-12,16.6374,17.0783,16.1612,17.0293,8627673
2016-02-16,16.5982,16.9411,16.4022,16.8138,5161569
2016-02-17,17.1567,17.7348,17.1567,17.5682,4158541
2016-02-18,17.2841,17.2939,16.7256,16.7452,3339731
2016-02-19,16.5198,16.6472,16.2946,16.559,3525369
2016-02-22,16.7648,17.0782,16.7452,17.0391,1931905
2016-02-23,16.8922,16.902,16.3435,16.3435,2839378
2016-02-24,15.9809,16.1426,15.7458,16.1083,4345082
2016-02-25,16.1867,16.4806,16.0544,16.4316,2556187
2016-02-26,16.9607,17.1666,16.8236,16.9705,3141417
2016-02-29,17.0097,17.0783,16.8236,16.8432,3232176
2016-03-01,17.1077,17.6074,16.9607,17.5486,3162236
2016-03-02,17.8818,18.3423,17.823,18.3423,3400137
2016-03-03,19.0478,19.1457,18.8322,19.1164,4194332
2016-03-04,19.1849,19.4975,19.087,19.2535,3810308
2016-03-07,18.695,19.1653,18.6754,19.0772,3019545
2016-03-08,19.0674,19.0674,18.6068,18.6166,3794955
2016-03-09,18.7734,18.8126,18.3717,18.597,2369432
2016-03-10,19.2535,19.572,18.5383,18.8812,10215351
2016-03-11,19.8218,20.2236,19.714,20.204,5527781
2016-03-14,20.204,20.2823,20.0178,20.1746,2908435
2016-03-15,19.6651,19.7532,19.4985,19.7434,2444426
2016-03-16,18.5285,18.9498,18.4404,18.9204,5348004
2016-03-17,18.5775,18.8469,18.4305,18.7342,3618618
2016-03-18,19.0772,19.1947,18.7048,18.8812,2716952
2016-03-21,18.8028,18.9596,18.6166,18.6852,2314967
2016-03-22,18.1561,18.4305,18.0875,18.3325,2991961
2016-03-23,18.1267,18.1953,17.627,17.6368,3229178
2016-03-24,17.0881,17.2645,16.9803,17.1861,4046561
2016-03-28,17.2939,17.3527,17.0783,17.2547,1648091
2016-03-29,16.755,17.1322,16.6472,17.0979,2583632
2016-03-30,16.8726,17.0636,16.755,16.7746,4406789
2016-03-31,16.6374,16.8628,16.5786,16.5982,3581013
2016-04-01,16.5688,16.7648,16.5541,16.7256,3216824
2016-04-04,16.4708,16.6374,16.3533,16.4022,3588824
2016-04-05,15.7556,15.8241,15.589,15.6086,4439947
2016-04-06,15.6184,15.8731,15.5792,15.8339,3028892
2016-04-07,15.4616,15.5106,15.0011,15.0991,5395948
2016-04-08,15.6772,15.7654,15.491,15.5498,3583284
2016-04-11,15.8241,15.9221,15.589,15.5988,3514996
2016-04-12,15.4616,15.7507,15.1677,15.6772,5476806
2016-04-13,16.6472,17.0293,16.6472,17.0097,6810718
2016-04-14,17.0587,17.0783,16.8236,16.9313,3958267
2016-04-15,16.9705,17.0293,16.8824,16.9509,2220769
2016-04-18,17.0979,17.4213,17.0489,17.3331,2847225
2016-04-19,17.4996,17.5878,17.289,17.4801,3408193
2016-04-20,18.1071,18.3619,18.0288,18.3423,4736175
2016-04-21,18.7636,18.7734,18.2443,18.2933,4380329
2016-04-22,18.3129,18.5775,18.2933,18.5089,2742052
2016-04-25,17.9504,17.9897,17.6074,17.774,3293353
2016-04-26,18.3521,18.3521,18.0777,18.2639,2173512
2016-04-27,18.4011,18.6754,18.3815,18.6362,3547765
2016-04-28,18.9792,19.3025,18.9302,19.0674,3935950
2016-04-29,18.7636,18.8714,18.406,18.5775,3539335
2016-05-02,18.019,18.1561,17.8328,18.1071,3336119
2016-05-03,17.2547,17.2645,16.9509,16.9901,5376260
2016-05-04,16.9999,17.2155,16.7648,16.853,3135859
2016-05-05,16.4708,16.5394,16.2259,16.3337,4837633
2016-05-06,16.1867,16.6472,16.1671,16.5688,4060695
2016-05-09,16.6178,16.6854,16.3141,16.3826,2707169
2016-05-10,16.6374,16.8334,16.6163,16.804,2444306
2016-05-11,16.3533,16.5884,16.2798,16.3631,3271524
2016-05-12,16.5492,16.6766,16.1377,16.2651,2829129
2016-05-13,16.2847,16.412,16.0152,16.0593,2349053
2016-05-16,16.0397,16.1377,15.9515,16.0397,2368193
2016-05-17,15.9711,16.1083,15.7752,15.8339,3592769
2016-05-18,15.8143,16.461,15.8143,16.412,4286034
2016-05-19,16.5688,16.7256,16.3337,16.4512,3265558
2016-05-20,16.51,16.7059,16.51,16.5688,2165862
2016-05-23,16.5884,16.7844,16.3728,16.5884,3441698
2016-05-24,16.7452,17.0391,16.7317,17.0195,2700256
2016-05-25,17.5192,17.7103,17.4996,17.627,3399006
2016-05-26,17.823,17.8622,17.6466,17.6858,2525888
2016-05-27,17.8132,17.9406,17.7053,17.7642,1777805
2016-05-31,17.8328,17.8916,17.3821,17.4409,2955800
2016-06-01,17.0097,17.2645,16.8824,17.2645,3892691
2016-06-02,17.0783,17.2645,17.0097,17.1861,2095991
2016-06-03,16.9313,16.9509,16.5394,16.7158,4467694
2016-06-06,16.5492,16.8432,16.5394,16.7942,2433654
2016-06-07,16.9901,17.1077,16.9118,16.9216,2107095
2016-06-08,16.8922,17.0097,16.657,16.706,2133760
2016-06-09,16.3728,16.4904,16.2651,16.3728,2793811
2016-06-10,15.638,15.6772,15.3342,15.4224,7059563
2016-06-13,14.9129,15.2167,14.8443,14.8737,4901590
2016-06-14,14.7169,14.8639,14.2956,14.4328,6419140
2016-06-15,14.5798,14.8541,14.472,14.521,5816791
2016-06-16,14.0311,14.619,13.8449,14.5994,7838167
2016-06-17,15.0795,15.3538,14.9815,15.3048,6051574
2016-06-20,16.0789,16.1181,15.9613,15.9711,5688751
2016-06-21,16.3239,16.5345,16.0691,16.4708,4874707
2016-06-22,16.804,16.8726,16.5198,16.5296,4824321
2016-06-23,17.2449,17.4996,16.9607,17.4801,6265077
2016-06-24,14.3348,15.0011,14.325,14.423,18288294
2016-06-27,13.6783,13.7077,13.1296,13.5902,10687580
2016-06-28,14.0997,14.1682,13.5999,13.8841,7835119
2016-06-29,13.6881,13.8351,13.6587,13.8057,8707552
2016-06-30,13.3746,13.6195,13.1981,13.453,12054501
2016-07-01,13.6881,13.7861,13.5461,13.6293,7633656
2016-07-05,13.453,13.4824,13.0708,13.1296,7357621
2016-07-06,12.5123,12.7279,12.2478,12.7083,9924348
2016-07-07,12.5025,12.6495,12.2478,12.3458,8240384
2016-07-08,12.8651,12.8749,12.6299,12.7083,6053789
2016-07-11,12.9141,13.1296,12.8357,13.0317,5739393
2016-07-12,13.8253,13.9527,13.7273,13.8155,7882457
2016-07-13,13.9233,13.9723,13.5999,13.6685,5461064
2016-07-14,14.0703,14.325,14.0213,14.2466,7149911
2016-07-15,14.325,14.325,14.0899,14.1389,3496673
2016-07-18,14.0703,14.3152,13.9527,14.2466,4330100
2016-07-19,13.7175,13.7959,13.6685,13.7273,4685330
2016-07-20,13.8449,14.0311,13.7273,14.0115,3135467
2016-07-21,14.3642,14.4916,14.0899,14.1487,4047851
2016-07-22,14.227,14.2564,14.0213,14.0605,2024244
2016-07-25,14.2074,14.276,14.0752,14.1095,2481750
2016-07-26,13.8743,13.952,13.7763,13.8939,3265313
2016-07-27,13.502,13.5999,13.257,13.355,7702521
2016-07-28,13.0317,13.0512,12.9288,12.9827,5227932
2016-07-29,13.2276,13.257,13.0288,13.1688,6928245
2016-08-01,12.9827,13.0023,12.7769,12.8063,4861435
2016-08-02,12.4634,12.5319,12.2968,12.3262,7634996
2016-08-03,12.3066,12.4536,12.2282,12.434,7207296
2016-08-04,12.4536,12.5417,12.3752,12.4438,3763502
2016-08-05,12.5907,12.8945,12.5711,12.8847,6015603
2016-08-08,13.1296,13.2276,13.0904,13.1982,3325684
2016-08-09,13.2374,13.502,13.2374,13.453,4014051
2016-08-10,13.8645,14.0213,13.7469,13.9331,6642050
2016-08-11,13.9625,14.0507,13.8988,13.9429,2608452
2016-08-12,13.9919,14.0311,13.9135,13.9625,2069866
2016-08-15,14.0115,14.0605,13.987,14.0605,2249143
2016-08-16,14.0507,14.0898,13.9429,13.9429,1771768
2016-08-17,13.644,13.7175,13.5118,13.6881,3108357
2016-08-18,13.551,13.7322,13.5216,13.6881,2373478
2016-08-19,13.2766,13.3543,13.1786,13.2766,4551277
2016-08-22,13.1884,13.3452,13.1502,13.2374,3448664
2016-08-23,13.6783,13.7763,13.6685,13.7175,3081183
2016-08-24,14.0213,14.0703,13.8547,13.9037,3275856
2016-08-25,13.8253,13.8792,13.7175,13.7371,2026534
2016-08-26,13.8743,13.9919,13.5999,13.6979,5257870
2016-08-29,13.5902,13.6881,13.5706,13.6391,1777154
2016-08-30,13.9527,14.1193,13.9429,14.0997,3372946
2016-08-31,14.5308,14.6582,14.3397,14.4524,5791768
2016-09-01,14.8345,14.8933,14.276,14.3936,5604471
2016-09-02,14.5406,14.619,14.4328,14.5994,2697771
2016-09-06,14.521,14.521,14.1291,14.1682,3887176
2016-09-07,14.2368,14.3446,14.1584,14.2466,2199882
2016-09-08,14.2466,14.5112,14.1976,14.4916,2970312
2016-09-09,15.0207,15.1187,14.8688,14.9521,9886235
2016-09-12,14.521,14.8541,14.4132,14.8051,5201791
2016-09-13,14.57,14.6092,14.227,14.2956,4930639
2016-09-14,14.1878,14.423,14.1193,14.227,3181565
2016-09-15,14.227,14.5308,14.1878,14.4622,3330016
2016-09-16,13.11,13.208,13.0023,13.11,13478277
2016-09-19,12.9533,12.9631,12.6495,12.7083,8454184
2016-09-20,12.5417,12.5417,12.1498,12.1694,11564391
2016-09-21,12.2086,12.4242,12.189,12.4242,8828409
2016-09-22,12.8749,12.9631,12.7083,12.7377,8555770
2016-09-23,12.4927,12.5711,12.4242,12.4927,6149046
2016-09-26,11.7677,11.8069,11.0034,11.6109,20686760
2016-09-27,11.3562,11.7285,11.3366,11.6795,17147522
2016-09-28,12.0714,12.0714,11.7628,12.0518,14528787
2016-09-29,11.944,12.1008,10.9593,11.2484,51994337
2016-09-30,11.8265,13.0121,11.8167,12.8259,70176214
2016-10-03,12.7769,12.8749,12.3458,12.7181,21477307
2016-10-04,12.9239,13.1296,12.7671,13.061,25104690
2016-10-05,13.1492,13.3403,13.1296,13.3158,12020211
2016-10-06,13.3844,13.404,13.0023,13.257,14775537
2016-10-07,13.3942,13.6783,13.1296,13.3648,20586560
2016-10-10,13.4236,13.7567,13.4236,13.6195,11491420
2016-10-11,13.5216,13.5608,13.257,13.3452,5911785
2016-10-12,13.3452,13.453,13.2668,13.3256,4081774
2016-10-13,12.9631,13.1492,12.7867,13.0904,6861062
2016-10-14,13.3256,13.4138,12.9827,13.159,8908342
2016-10-17,13.2668,13.2668,13.0953,13.1198,3676415
2016-10-18,13.355,13.4726,13.2766,13.4432,4324827
2016-10-19,13.4432,13.6146,13.3746,13.5804,4778996
2016-10-20,13.7273,14.3005,13.7175,14.0801,18030174
2016-10-21,13.8743,14.0556,13.8645,14.0213,5318893
2016-10-24,14.3054,14.3593,14.1291,14.1878,5686520
2016-10-25,13.8547,14.0899,13.8155,13.9821,6614018
2016-10-26,14.2172,14.2956,14.0409,14.2662,7982094
2016-10-27,14.325,14.3642,14.1389,14.1976,8305858
2016-10-28,14.2466,14.4426,14.1976,14.325,7392086
2016-10-31,14.2466,14.2564,14.0017,14.0997,5777022
2016-11-01,14.0605,14.0703,13.502,13.6489,7727763
2016-11-02,13.3942,13.4628,13.2619,13.3256,8446245
2016-11-03,13.4138,13.5314,13.2619,13.2962,4144724
2016-11-04,13.1786,13.3501,13.0512,13.1786,4066650
2016-11-07,13.9135,13.9821,13.8057,13.9331,5697083
2016-11-08,13.8057,14.0115,13.6685,13.9527,5218202
2016-11-09,13.7567,14.57,13.7175,14.4622,13960237
2016-11-10,14.8541,15.5694,14.8443,15.4126,16939783
2016-11-11,15.6576,15.9123,15.6086,15.8633,9325012
2016-11-14,15.7458,16.3337,15.736,16.3043,11150534
2016-11-15,15.9907,16.2357,15.8339,16.2161,7301183
2016-11-16,15.8241,15.9123,15.6772,15.7458,5798729
2016-11-17,15.6282,15.785,15.4812,15.7654,6563666
2016-11-18,15.7556,15.7752,15.5106,15.589,5179869
2016-11-21,15.6576,15.8143,15.54,15.7066,4346234
2016-11-22,15.5302,15.638,15.442,15.5988,4780094
2016-11-23,15.2656,15.5302,15.1775,15.4714,5314462
2016-11-25,15.3048,15.4616,15.2461,15.4322,1821114
2016-11-28,15.2363,15.2754,14.7855,14.8051,6199252
2016-11-29,15.1971,15.3342,15.0403,15.2265,6051384
